airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Alaska,GDL,JFK,9,11,2013,16,male,Business/Work,Home,,True,154
American Airlines,JFK,PDX,12,9,2016,11,undisclosed,Business/Work,Friend/Family,,True,416
Delta Airlines,SJC,JFK,23,7,2022,50,male,Back Home,Home,Pickup,False,0
Volaris,PDX,LAX,12,3,2014,18,undisclosed,Business/Work,Home,Mobility as a service,False,0
American Airlines,LAX,JFK,20,6,2013,70,undisclosed,Back Home,Home,Pickup,False,0
Volaris,SJC,GDL,18,7,2017,86,unspecified,Business/Work,Friend/Family,Public Transportation,False,0
Delta Airlines,SJC,LAX,18,4,2020,32,male,Back Home,Home,Own car,False,0
American Airlines,PDX,SJC,4,4,2020,7,undisclosed,Business/Work,Home,Pickup,False,0
Delta Airlines,JFK,SJC,17,8,2013,80,female,On vacation/Pleasure,Hotel,,True,533
American Airlines,PDX,GDL,29,3,2020,6,female,On vacation/Pleasure,Home,Own car,False,0
Aeromexico,GDL,SJC,2,1,2014,50,unspecified,On vacation/Pleasure,Home,,True,635
Aeromexico,LAX,JFK,18,12,2020,69,male,Business/Work,Short-term homestay,Own car,False,0
Volaris,GDL,JFK,18,2,2022,43,male,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Alaska,SJC,LAX,22,8,2020,9,female,Business/Work,Home,,True,389
Alaska,GDL,LAX,15,1,2020,26,unspecified,On vacation/Pleasure,Friend/Family,,True,117
Aeromexico,SJC,PDX,10,4,2022,58,undisclosed,On vacation/Pleasure,Home,Mobility as a service,False,0
Aeromexico,LAX,SJC,25,3,2018,25,male,On vacation/Pleasure,Friend/Family,,True,544
Delta Airlines,SJC,PDX,27,2,2016,90,male,Business/Work,Friend/Family,,True,61
American Airlines,PDX,JFK,27,10,2013,13,male,Business/Work,Short-term homestay,Own car,False,0
American Airlines,PDX,SJC,8,2,2020,34,female,Back Home,Home,Mobility as a service,False,0
Alaska,PDX,GDL,6,5,2022,57,undisclosed,Back Home,Home,Pickup,False,0
Alaska,SJC,GDL,21,3,2021,9,undisclosed,Business/Work,Hotel,,True,661
Alaska,SJC,LAX,28,5,2013,34,unspecified,Back Home,Home,Mobility as a service,False,0
Aeromexico,SJC,JFK,24,10,2014,36,female,Business/Work,Home,Own car,False,0
Aeromexico,JFK,PDX,29,5,2015,68,undisclosed,Back Home,Home,Car rental,False,0
Alaska,LAX,SJC,11,5,2016,24,undisclosed,Back Home,Home,Public Transportation,False,0
Volaris,JFK,LAX,11,8,2014,42,male,Business/Work,Home,Own car,False,0
Alaska,PDX,LAX,2,5,2021,6,male,Back Home,Home,Pickup,False,0
Delta Airlines,GDL,SJC,25,5,2018,21,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0
Delta Airlines,GDL,JFK,8,9,2013,21,male,Business/Work,Hotel,Own car,False,0
Delta Airlines,JFK,PDX,14,2,2014,7,female,Back Home,Home,Mobility as a service,False,0
Aeromexico,GDL,JFK,9,2,2019,63,male,On vacation/Pleasure,Short-term homestay,,True,408
Alaska,JFK,SJC,15,8,2013,40,unspecified,Business/Work,Short-term homestay,Car rental,False,0
American Airlines,LAX,PDX,14,4,2017,87,unspecified,Back Home,Home,Mobility as a service,False,0
Alaska,LAX,SJC,30,1,2016,33,female,Business/Work,Hotel,,True,655
Aeromexico,SJC,LAX,8,3,2023,90,unspecified,Business/Work,Hotel,Mobility as a service,False,0
American Airlines,LAX,JFK,31,8,2022,58,undisclosed,Back Home,Home,Airport cab,False,0
Alaska,SJC,GDL,17,2,2013,37,unspecified,On vacation/Pleasure,Hotel,,True,502
Alaska,JFK,PDX,3,12,2016,42,undisclosed,Back Home,Home,Pickup,False,0
Volaris,PDX,JFK,1,8,2022,5,undisclosed,Back Home,Home,Mobility as a service,False,0
Alaska,LAX,JFK,25,10,2019,57,undisclosed,On vacation/Pleasure,Friend/Family,,True,313
Alaska,SJC,GDL,3,10,2020,23,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,SJC,LAX,9,1,2021,77,female,On vacation/Pleasure,Hotel,,True,372
Aeromexico,SJC,LAX,12,6,2013,8,female,Back Home,Home,Mobility as a service,False,0
Alaska,SJC,LAX,18,11,2016,45,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,PDX,LAX,20,8,2022,70,unspecified,Business/Work,Home,,True,554
Volaris,JFK,LAX,5,8,2013,62,unspecified,Business/Work,Friend/Family,,True,225
Aeromexico,PDX,SJC,14,3,2021,58,male,Business/Work,Short-term homestay,Own car,False,0
American Airlines,SJC,LAX,20,10,2016,79,female,On vacation/Pleasure,Hotel,,True,673
Volaris,SJC,GDL,5,2,2023,80,undisclosed,Business/Work,Hotel,Car rental,False,0
Delta Airlines,SJC,LAX,15,6,2018,9,unspecified,Back Home,Home,Car rental,False,0
Alaska,SJC,JFK,4,1,2021,23,female,Back Home,Home,Mobility as a service,False,0
Delta Airlines,LAX,PDX,25,8,2017,28,unspecified,Back Home,Home,Airport cab,False,0
Aeromexico,PDX,LAX,26,3,2017,24,unspecified,On vacation/Pleasure,Friend/Family,,True,120
Aeromexico,LAX,JFK,18,1,2018,9,female,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,GDL,24,9,2015,59,male,Back Home,Home,Mobility as a service,False,0
Aeromexico,GDL,JFK,20,3,2022,55,male,Business/Work,Friend/Family,Own car,False,0
Alaska,SJC,GDL,28,11,2016,9,undisclosed,Back Home,Home,Car rental,False,0
Alaska,LAX,GDL,4,1,2021,17,unspecified,Back Home,Home,Car rental,False,0
American Airlines,SJC,GDL,24,3,2021,47,female,On vacation/Pleasure,Home,Airport cab,False,0
Volaris,JFK,GDL,5,1,2013,60,unspecified,Business/Work,Friend/Family,,True,432
American Airlines,JFK,SJC,27,3,2023,31,unspecified,On vacation/Pleasure,Friend/Family,Own car,False,0
Aeromexico,SJC,PDX,11,12,2017,76,male,Back Home,Home,Airport cab,False,0
Volaris,LAX,SJC,1,11,2018,3,female,On vacation/Pleasure,Friend/Family,,True,456
Alaska,SJC,LAX,9,12,2014,33,undisclosed,Business/Work,Hotel,,True,590
American Airlines,LAX,PDX,30,12,2016,14,male,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,GDL,27,6,2022,81,unspecified,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Volaris,JFK,PDX,19,11,2019,78,unspecified,Back Home,Home,Mobility as a service,False,0
Aeromexico,PDX,JFK,1,12,2016,73,undisclosed,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Aeromexico,LAX,SJC,30,3,2017,39,unspecified,Business/Work,Friend/Family,Pickup,False,0
Delta Airlines,GDL,PDX,22,4,2013,30,undisclosed,On vacation/Pleasure,Friend/Family,Pickup,False,0
Volaris,GDL,JFK,20,4,2015,78,male,Business/Work,Hotel,Mobility as a service,False,0
Alaska,PDX,JFK,17,2,2015,30,male,Back Home,Home,Public Transportation,False,0
Volaris,GDL,JFK,21,5,2013,74,unspecified,Business/Work,Short-term homestay,Own car,False,0
Aeromexico,JFK,PDX,24,12,2013,32,unspecified,On vacation/Pleasure,Home,Public Transportation,False,0
American Airlines,SJC,JFK,9,11,2017,38,female,Back Home,Home,Car rental,False,0
American Airlines,LAX,PDX,26,2,2013,60,male,Back Home,Home,Airport cab,False,0
Delta Airlines,LAX,JFK,26,8,2022,85,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,PDX,LAX,3,3,2016,68,undisclosed,On vacation/Pleasure,Hotel,,True,136
Aeromexico,GDL,JFK,9,11,2020,14,male,On vacation/Pleasure,Friend/Family,,True,242
Delta Airlines,JFK,GDL,11,6,2013,64,undisclosed,Back Home,Home,Pickup,False,0
Alaska,SJC,PDX,17,5,2017,10,undisclosed,On vacation/Pleasure,Short-term homestay,,True,716
Volaris,GDL,JFK,20,12,2017,12,female,Business/Work,Home,,True,293
American Airlines,LAX,SJC,6,4,2022,75,male,Business/Work,Short-term homestay,Car rental,False,0
American Airlines,GDL,PDX,21,5,2022,42,male,Business/Work,Short-term homestay,Airport cab,False,0
Delta Airlines,PDX,SJC,9,11,2022,8,male,Back Home,Home,Airport cab,False,0
American Airlines,JFK,LAX,19,8,2018,21,undisclosed,Business/Work,Hotel,,True,416
Volaris,JFK,PDX,17,7,2016,83,undisclosed,Business/Work,Friend/Family,Own car,False,0
Volaris,SJC,JFK,19,12,2014,71,undisclosed,Back Home,Home,Own car,False,0
American Airlines,JFK,SJC,2,5,2015,74,female,Business/Work,Hotel,Mobility as a service,False,0
Aeromexico,SJC,JFK,20,8,2022,57,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Aeromexico,SJC,JFK,8,6,2020,8,female,Back Home,Home,Own car,False,0
Delta Airlines,PDX,SJC,28,7,2018,35,unspecified,Business/Work,Friend/Family,Own car,False,0
Volaris,PDX,SJC,18,7,2015,28,female,Business/Work,Home,,True,321
Volaris,GDL,SJC,20,3,2015,19,unspecified,On vacation/Pleasure,Hotel,,True,630
Alaska,PDX,JFK,14,5,2022,59,undisclosed,Back Home,Home,Mobility as a service,False,0
Alaska,JFK,LAX,7,6,2019,3,undisclosed,On vacation/Pleasure,Home,Pickup,False,0
Aeromexico,PDX,GDL,4,2,2019,43,undisclosed,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Alaska,GDL,LAX,4,9,2022,22,unspecified,Back Home,Home,Public Transportation,False,0
Volaris,SJC,JFK,27,3,2019,71,female,On vacation/Pleasure,Hotel,,True,322
Delta Airlines,PDX,LAX,26,8,2015,57,male,Back Home,Home,Pickup,False,0
Alaska,LAX,JFK,7,8,2013,77,unspecified,Business/Work,Friend/Family,Car rental,False,0
Aeromexico,LAX,PDX,19,9,2019,86,unspecified,Back Home,Home,Car rental,False,0
Delta Airlines,SJC,GDL,27,7,2020,21,undisclosed,Back Home,Home,Airport cab,False,0
Delta Airlines,LAX,PDX,8,1,2022,43,undisclosed,On vacation/Pleasure,Hotel,,True,638
Alaska,LAX,JFK,2,10,2015,3,unspecified,On vacation/Pleasure,Home,Car rental,False,0
Alaska,PDX,GDL,11,4,2018,42,undisclosed,On vacation/Pleasure,Friend/Family,,True,641
Alaska,PDX,JFK,14,12,2013,66,unspecified,Back Home,Home,Own car,False,0
American Airlines,JFK,LAX,2,6,2020,54,undisclosed,On vacation/Pleasure,Hotel,Public Transportation,False,0
Aeromexico,JFK,SJC,20,12,2015,47,undisclosed,Business/Work,Home,Pickup,False,0
Alaska,GDL,JFK,28,2,2020,19,undisclosed,On vacation/Pleasure,Hotel,Own car,False,0
American Airlines,SJC,JFK,30,5,2017,43,undisclosed,On vacation/Pleasure,Short-term homestay,,True,717
Delta Airlines,JFK,LAX,18,11,2019,66,female,Back Home,Home,Car rental,False,0
Delta Airlines,SJC,LAX,17,9,2014,81,unspecified,On vacation/Pleasure,Friend/Family,,True,217
Aeromexico,LAX,JFK,25,1,2014,19,unspecified,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Aeromexico,JFK,PDX,16,4,2021,2,undisclosed,Business/Work,Friend/Family,,True,197
Aeromexico,JFK,GDL,16,2,2018,39,female,Business/Work,Hotel,,True,692
American Airlines,GDL,JFK,23,4,2017,40,unspecified,Back Home,Home,Own car,False,0
Volaris,SJC,PDX,21,9,2014,31,unspecified,On vacation/Pleasure,Home,,True,176
American Airlines,SJC,PDX,27,6,2013,14,undisclosed,Business/Work,Home,Airport cab,False,0
Aeromexico,SJC,PDX,26,2,2019,14,male,On vacation/Pleasure,Short-term homestay,,True,438
Delta Airlines,SJC,JFK,20,8,2020,46,female,Back Home,Home,Public Transportation,False,0
Volaris,GDL,JFK,26,11,2017,63,female,Business/Work,Hotel,Car rental,False,0
Alaska,PDX,GDL,5,3,2015,42,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Volaris,GDL,LAX,12,2,2013,33,female,On vacation/Pleasure,Friend/Family,,True,177
Aeromexico,SJC,PDX,25,4,2020,88,female,Back Home,Home,Car rental,False,0
Aeromexico,SJC,PDX,11,9,2018,21,female,On vacation/Pleasure,Hotel,Pickup,False,0
Delta Airlines,SJC,JFK,13,4,2016,71,unspecified,Back Home,Home,Public Transportation,False,0
American Airlines,PDX,JFK,9,5,2018,32,male,Back Home,Home,Own car,False,0
Delta Airlines,LAX,GDL,18,8,2017,71,male,On vacation/Pleasure,Hotel,Car rental,False,0
Aeromexico,SJC,LAX,31,3,2023,86,undisclosed,Back Home,Home,Pickup,False,0
Volaris,LAX,JFK,24,2,2017,60,male,Back Home,Home,Pickup,False,0
Delta Airlines,GDL,PDX,28,4,2016,60,female,Back Home,Home,Own car,False,0
Delta Airlines,LAX,JFK,9,8,2021,53,unspecified,On vacation/Pleasure,Short-term homestay,,True,107
Delta Airlines,LAX,JFK,6,8,2013,56,undisclosed,On vacation/Pleasure,Friend/Family,,True,94
Aeromexico,LAX,PDX,28,4,2016,27,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0
Aeromexico,SJC,PDX,23,12,2014,27,undisclosed,Back Home,Home,Car rental,False,0
Volaris,SJC,JFK,16,5,2018,72,unspecified,Back Home,Home,Mobility as a service,False,0
Aeromexico,JFK,GDL,18,7,2019,19,undisclosed,Back Home,Home,Own car,False,0
Delta Airlines,LAX,SJC,22,3,2016,77,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,GDL,SJC,2,4,2019,4,male,Back Home,Home,Mobility as a service,False,0
Delta Airlines,LAX,PDX,9,1,2022,17,unspecified,Back Home,Home,Pickup,False,0
Alaska,JFK,PDX,29,8,2014,88,unspecified,Business/Work,Home,,True,228
Aeromexico,PDX,SJC,24,9,2015,61,unspecified,Business/Work,Friend/Family,Car rental,False,0
Aeromexico,GDL,PDX,1,1,2021,8,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Delta Airlines,JFK,LAX,13,8,2017,29,unspecified,Back Home,Home,Own car,False,0
Alaska,JFK,GDL,9,7,2021,90,male,Business/Work,Short-term homestay,Own car,False,0
Volaris,GDL,LAX,15,5,2015,17,unspecified,On vacation/Pleasure,Short-term homestay,,True,605
Aeromexico,LAX,SJC,13,4,2021,21,female,Back Home,Home,Airport cab,False,0
American Airlines,LAX,JFK,12,5,2021,43,unspecified,Business/Work,Home,,True,354
Delta Airlines,PDX,GDL,29,3,2016,13,female,On vacation/Pleasure,Home,,True,405
American Airlines,GDL,LAX,24,9,2021,34,undisclosed,Business/Work,Hotel,Own car,False,0
Delta Airlines,PDX,GDL,17,10,2018,28,male,On vacation/Pleasure,Short-term homestay,,True,356
Aeromexico,GDL,SJC,22,1,2017,72,female,On vacation/Pleasure,Hotel,Car rental,False,0
Aeromexico,LAX,GDL,19,12,2013,25,unspecified,On vacation/Pleasure,Hotel,Own car,False,0
Alaska,PDX,GDL,16,6,2018,89,male,Business/Work,Friend/Family,,True,224
Volaris,JFK,GDL,2,4,2023,47,undisclosed,Business/Work,Home,Mobility as a service,False,0
Volaris,LAX,PDX,3,2,2020,62,undisclosed,Back Home,Home,Car rental,False,0
Volaris,PDX,JFK,7,8,2015,39,unspecified,On vacation/Pleasure,Home,,True,364
American Airlines,PDX,LAX,17,11,2020,79,female,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Volaris,SJC,PDX,10,11,2019,59,female,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Alaska,JFK,GDL,3,4,2022,35,unspecified,Back Home,Home,Mobility as a service,False,0
Delta Airlines,LAX,GDL,21,10,2015,55,male,Business/Work,Home,,True,55
Aeromexico,LAX,PDX,31,10,2019,39,undisclosed,Business/Work,Hotel,Pickup,False,0
Volaris,PDX,GDL,30,1,2017,71,undisclosed,On vacation/Pleasure,Hotel,Public Transportation,False,0
Delta Airlines,GDL,LAX,22,2,2015,39,undisclosed,On vacation/Pleasure,Hotel,,True,506
American Airlines,SJC,JFK,31,8,2018,6,unspecified,Back Home,Home,Mobility as a service,False,0
Aeromexico,LAX,GDL,19,2,2015,55,female,Business/Work,Hotel,,True,220
Delta Airlines,SJC,PDX,9,5,2018,70,unspecified,Business/Work,Short-term homestay,Pickup,False,0
American Airlines,JFK,GDL,12,6,2020,67,undisclosed,On vacation/Pleasure,Friend/Family,Car rental,False,0
Volaris,PDX,GDL,18,1,2013,29,unspecified,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Alaska,JFK,SJC,30,5,2016,15,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Alaska,JFK,LAX,25,5,2020,70,female,Back Home,Home,Pickup,False,0
Delta Airlines,PDX,JFK,14,11,2021,58,undisclosed,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Aeromexico,SJC,PDX,21,4,2016,16,undisclosed,Back Home,Home,Car rental,False,0
Delta Airlines,LAX,GDL,7,8,2017,60,unspecified,Back Home,Home,Pickup,False,0
Alaska,SJC,PDX,4,8,2013,7,undisclosed,On vacation/Pleasure,Friend/Family,,True,226
Delta Airlines,LAX,GDL,30,12,2015,84,female,Back Home,Home,Pickup,False,0
Volaris,SJC,LAX,29,8,2018,32,unspecified,Business/Work,Short-term homestay,,True,394
Volaris,JFK,SJC,30,5,2015,10,male,On vacation/Pleasure,Short-term homestay,,True,242
Aeromexico,GDL,JFK,10,10,2016,41,male,On vacation/Pleasure,Friend/Family,,True,268
Volaris,LAX,JFK,12,6,2021,83,unspecified,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,JFK,LAX,10,1,2013,29,male,Business/Work,Friend/Family,,True,268
Delta Airlines,GDL,LAX,13,3,2021,11,female,Business/Work,Friend/Family,,True,350
Aeromexico,PDX,LAX,23,6,2019,13,male,Business/Work,Short-term homestay,,True,438
American Airlines,PDX,SJC,7,10,2013,29,unspecified,Back Home,Home,Own car,False,0
Aeromexico,SJC,PDX,11,1,2016,23,undisclosed,Back Home,Home,Pickup,False,0
Volaris,JFK,GDL,9,3,2019,72,female,Business/Work,Home,Airport cab,False,0
Volaris,PDX,GDL,12,12,2018,28,unspecified,Business/Work,Friend/Family,,True,96
Aeromexico,LAX,PDX,9,8,2013,54,male,Business/Work,Hotel,,True,300
Delta Airlines,GDL,SJC,9,4,2021,57,female,Business/Work,Hotel,Mobility as a service,False,0
Alaska,PDX,SJC,16,9,2022,80,male,Back Home,Home,Own car,False,0
Volaris,SJC,GDL,5,2,2015,1,male,Back Home,Home,Car rental,False,0
Aeromexico,SJC,GDL,18,6,2014,5,unspecified,On vacation/Pleasure,Hotel,Mobility as a service,False,0
American Airlines,GDL,PDX,4,10,2014,22,unspecified,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,JFK,2,3,2016,11,male,Business/Work,Friend/Family,Pickup,False,0
Delta Airlines,GDL,SJC,28,3,2013,3,male,Business/Work,Hotel,,True,207
Aeromexico,LAX,JFK,15,3,2015,20,unspecified,On vacation/Pleasure,Friend/Family,,True,270
Aeromexico,LAX,SJC,16,6,2018,35,undisclosed,Back Home,Home,Car rental,False,0
Delta Airlines,LAX,SJC,31,12,2020,9,female,Back Home,Home,Airport cab,False,0
Volaris,GDL,PDX,17,11,2015,47,female,Business/Work,Home,,True,417
Volaris,GDL,PDX,18,7,2015,54,undisclosed,Back Home,Home,Mobility as a service,False,0
Aeromexico,PDX,SJC,15,4,2019,68,female,Business/Work,Short-term homestay,Pickup,False,0
American Airlines,LAX,GDL,2,9,2013,14,female,Back Home,Home,Public Transportation,False,0
American Airlines,LAX,GDL,19,4,2021,61,undisclosed,On vacation/Pleasure,Short-term homestay,Own car,False,0
Alaska,GDL,JFK,18,6,2018,24,undisclosed,Business/Work,Hotel,,True,213
Aeromexico,JFK,LAX,27,1,2013,15,undisclosed,Back Home,Home,Airport cab,False,0
Volaris,LAX,PDX,8,9,2016,68,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,JFK,23,3,2016,24,unspecified,Business/Work,Short-term homestay,,True,544
American Airlines,PDX,GDL,17,2,2022,38,male,Business/Work,Hotel,,True,131
Delta Airlines,JFK,PDX,4,5,2020,47,undisclosed,On vacation/Pleasure,Hotel,,True,565
Alaska,PDX,LAX,23,8,2018,49,male,On vacation/Pleasure,Hotel,,True,220
American Airlines,JFK,PDX,4,2,2023,21,undisclosed,On vacation/Pleasure,Home,Public Transportation,False,0
Alaska,JFK,GDL,16,1,2020,86,unspecified,Back Home,Home,Car rental,False,0
Aeromexico,GDL,SJC,1,11,2020,37,female,Business/Work,Home,Own car,False,0
Aeromexico,PDX,SJC,12,6,2013,73,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,GDL,8,9,2020,27,male,On vacation/Pleasure,Home,,True,64
American Airlines,LAX,SJC,3,2,2021,70,female,On vacation/Pleasure,Home,Public Transportation,False,0
Delta Airlines,PDX,GDL,23,9,2017,34,male,Business/Work,Friend/Family,,True,295
Volaris,LAX,PDX,20,6,2014,25,unspecified,Business/Work,Home,Pickup,False,0
Volaris,LAX,PDX,12,3,2015,59,unspecified,Business/Work,Short-term homestay,Car rental,False,0
Aeromexico,GDL,SJC,22,10,2021,17,undisclosed,Business/Work,Short-term homestay,,True,145
Alaska,LAX,JFK,21,3,2013,59,unspecified,Back Home,Home,Pickup,False,0
Alaska,PDX,LAX,7,3,2017,20,female,Business/Work,Friend/Family,,True,486
American Airlines,PDX,LAX,20,8,2018,23,unspecified,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Aeromexico,SJC,JFK,5,6,2015,7,male,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
American Airlines,PDX,GDL,10,10,2013,35,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,JFK,GDL,25,11,2022,35,female,Business/Work,Short-term homestay,Mobility as a service,False,0
Volaris,GDL,JFK,2,11,2018,38,unspecified,On vacation/Pleasure,Hotel,,True,83
Volaris,PDX,LAX,25,12,2018,7,female,On vacation/Pleasure,Home,Mobility as a service,False,0
Delta Airlines,LAX,PDX,4,8,2022,25,undisclosed,On vacation/Pleasure,Home,,True,366
Delta Airlines,GDL,LAX,2,1,2018,24,undisclosed,Back Home,Home,Airport cab,False,0
Delta Airlines,PDX,JFK,16,10,2021,85,male,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Aeromexico,JFK,LAX,11,2,2014,74,male,Back Home,Home,Mobility as a service,False,0
American Airlines,PDX,GDL,18,1,2016,75,male,Business/Work,Home,Car rental,False,0
American Airlines,GDL,SJC,3,9,2019,87,unspecified,Business/Work,Short-term homestay,,True,630
Volaris,PDX,JFK,1,5,2016,10,female,On vacation/Pleasure,Home,Public Transportation,False,0
Aeromexico,GDL,LAX,5,11,2019,29,female,Back Home,Home,Airport cab,False,0
Volaris,JFK,PDX,24,12,2014,24,unspecified,Back Home,Home,Airport cab,False,0
Delta Airlines,LAX,PDX,10,6,2013,31,undisclosed,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Alaska,JFK,GDL,1,10,2019,76,female,Business/Work,Home,,True,310
Delta Airlines,GDL,LAX,12,9,2019,28,male,On vacation/Pleasure,Hotel,,True,386
Alaska,JFK,GDL,19,8,2015,14,female,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Delta Airlines,PDX,LAX,5,6,2022,56,undisclosed,Business/Work,Short-term homestay,Airport cab,False,0
American Airlines,GDL,SJC,13,5,2021,51,male,On vacation/Pleasure,Hotel,Public Transportation,False,0
Volaris,JFK,PDX,17,11,2016,30,male,Back Home,Home,Public Transportation,False,0
Aeromexico,JFK,LAX,21,3,2015,61,female,Business/Work,Short-term homestay,,True,265
Delta Airlines,PDX,SJC,12,7,2017,87,male,On vacation/Pleasure,Home,Pickup,False,0
Volaris,LAX,GDL,3,11,2016,46,unspecified,Back Home,Home,Mobility as a service,False,0
Volaris,JFK,LAX,3,7,2014,44,male,Back Home,Home,Car rental,False,0
Aeromexico,GDL,LAX,9,4,2014,75,female,Back Home,Home,Own car,False,0
Delta Airlines,GDL,SJC,4,6,2014,45,unspecified,Back Home,Home,Own car,False,0
American Airlines,SJC,JFK,12,12,2022,39,male,Back Home,Home,Airport cab,False,0
Alaska,GDL,SJC,18,4,2020,47,female,On vacation/Pleasure,Hotel,,True,526
Volaris,JFK,PDX,23,7,2016,76,male,Business/Work,Friend/Family,,True,634
Delta Airlines,SJC,LAX,24,7,2019,27,undisclosed,Back Home,Home,Own car,False,0
American Airlines,JFK,LAX,12,9,2013,38,female,On vacation/Pleasure,Home,Mobility as a service,False,0
Volaris,GDL,LAX,8,4,2018,14,male,On vacation/Pleasure,Home,,True,287
Delta Airlines,LAX,JFK,8,12,2018,61,undisclosed,On vacation/Pleasure,Home,,True,92
American Airlines,JFK,GDL,18,12,2020,44,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
American Airlines,GDL,JFK,1,8,2014,8,unspecified,Business/Work,Hotel,,True,168
Aeromexico,SJC,JFK,24,12,2022,33,unspecified,Business/Work,Hotel,Own car,False,0
Volaris,SJC,JFK,1,5,2020,56,female,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
American Airlines,JFK,GDL,29,5,2015,52,female,Back Home,Home,Airport cab,False,0
Aeromexico,GDL,PDX,2,3,2018,14,female,Back Home,Home,Public Transportation,False,0
Alaska,JFK,LAX,26,12,2020,35,female,On vacation/Pleasure,Friend/Family,,True,699
Aeromexico,SJC,LAX,29,3,2016,72,undisclosed,Business/Work,Short-term homestay,Own car,False,0
Alaska,LAX,JFK,27,1,2022,23,female,On vacation/Pleasure,Home,,True,41
Volaris,JFK,PDX,30,1,2023,41,unspecified,Business/Work,Friend/Family,,True,548
Delta Airlines,LAX,SJC,16,12,2015,9,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,JFK,GDL,8,7,2022,25,undisclosed,Business/Work,Short-term homestay,,True,681
Alaska,PDX,GDL,20,12,2014,67,undisclosed,On vacation/Pleasure,Friend/Family,Car rental,False,0
Volaris,GDL,SJC,14,9,2016,77,female,Business/Work,Friend/Family,,True,289
Volaris,JFK,GDL,2,3,2014,75,female,Back Home,Home,Car rental,False,0
American Airlines,JFK,SJC,18,4,2018,68,female,Back Home,Home,Airport cab,False,0
Alaska,GDL,PDX,9,11,2022,73,female,Back Home,Home,Car rental,False,0
Alaska,SJC,GDL,7,12,2021,19,unspecified,Business/Work,Short-term homestay,Mobility as a service,False,0
Volaris,SJC,JFK,27,2,2019,19,male,Business/Work,Hotel,Own car,False,0
Alaska,LAX,PDX,2,10,2020,76,undisclosed,Business/Work,Short-term homestay,Airport cab,False,0
Delta Airlines,PDX,JFK,13,6,2018,50,undisclosed,Business/Work,Friend/Family,Mobility as a service,False,0
Volaris,GDL,JFK,10,10,2022,29,male,Business/Work,Short-term homestay,,True,44
Aeromexico,PDX,LAX,19,7,2022,1,female,Back Home,Home,Mobility as a service,False,0
Aeromexico,LAX,JFK,26,6,2017,41,male,On vacation/Pleasure,Friend/Family,Own car,False,0
Volaris,JFK,PDX,4,5,2014,88,unspecified,On vacation/Pleasure,Home,Mobility as a service,False,0
Volaris,LAX,PDX,9,10,2017,36,undisclosed,Business/Work,Short-term homestay,Pickup,False,0
Aeromexico,GDL,LAX,5,4,2023,74,female,Business/Work,Hotel,,True,54
Alaska,JFK,SJC,5,6,2020,86,unspecified,Back Home,Home,Car rental,False,0
Volaris,GDL,PDX,17,2,2020,12,male,Business/Work,Short-term homestay,Airport cab,False,0
Delta Airlines,SJC,PDX,30,12,2017,87,male,Back Home,Home,Own car,False,0
Alaska,LAX,PDX,29,8,2021,37,male,Business/Work,Friend/Family,,True,215
Delta Airlines,JFK,SJC,29,5,2017,51,male,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Delta Airlines,PDX,LAX,17,3,2017,44,male,On vacation/Pleasure,Hotel,Airport cab,False,0
Aeromexico,JFK,LAX,8,3,2021,76,male,Back Home,Home,Pickup,False,0
